Specification,ErpId,TaxRateCd,StorageModeName,,Unit,Name,BasicUnitCd,,SupplierName,Id,SupplierCd,Cd,ConversionNumerator,ConversionDenominator,TargetUnit,BackgroundClassificationId,ShowUnitName,BackgroundClassificationName,TaxRateName,,BasicUnitName,,SupplierId,SalesUnitName,SalesUnitCd
XL,162942,SL07_SYS,干货,,套,2.0黑色刺绣服务员女XL(上衣+裤子+围裙+包包),14,,四川寒容达贸易有限公司,049400ca-1666-431f-b5f3-91332d5ce5d9,207,280200484,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
S,161415,SL07_SYS,干货,,条,醉码头服务员长裤-S,15,,四川寒容达贸易有限公司,0744ecd0-5b9e-40df-821a-8fdf2c7f5e08,207,280200391,1,1,15,2802,条,服装服饰,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,条,15
4.9L/桶,162074,SL02_SYS,干货,,桶,淘大黄豆酱油4.9L,16,,四川煮饭自然馋贸易有限公司,05c3e6fb-155d-4daf-b284-674947ff617a,208,240500458,1,1,16,2405,桶,调味品,13%增值税,,桶,,5e30996b-ec2a-4410-a317-c64856a48b2e,桶,16
黑色2.0mm 10支/盒,161925,SL02_SYS,干货,,支,得力优逸黑色白板笔10支,19,,四川煮饭自然馋贸易有限公司,074cb57a-914c-4c48-b001-442cacac2ff3,208,280600746,1,1,19,2806,支,办公用品,13%增值税,,支,,5e30996b-ec2a-4410-a317-c64856a48b2e,支,19
50根*36把/件,149934,SL02_SYS,干货,,36把/件,可降解生物背心袋1800根,1,,四川煮饭自然馋贸易有限公司,09509f88-94a3-4bcf-acdd-f305feab76bf,208,280400605,1,1,1,2804,件,易耗用品,13%增值税,,把,,5e30996b-ec2a-4410-a317-c64856a48b2e,36把/件,36把/件
6kg/瓶,115244,SL02_SYS,干货,,瓶,F60果葡糖浆6kg,11,,四川君乐天达贸易有限公司,04380192-d976-4706-8bfc-311d9c7f91d6,206,250300001,1,1,11,2503,瓶,饮品原料,13%增值税,,瓶,,2aa441fa-acb0-4636-9c7a-078884c96df3,瓶,11
1kg*10袋/箱,115130,SL02_SYS,干货,,10袋/箱,李白滇烧菜酱1kg*10,4,,四川君乐天达贸易有限公司,0772ca59-40ec-4300-81ea-7dc58b9f0767,206,230100004,1,1,4,2301,箱,酱料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,10袋/箱,10袋/箱
800g*10袋/箱,114057,SL07_SYS,冻货,,10袋/箱,佳亨 小王子脆皮肠,4,,四川寒容达贸易有限公司,04e23885-1d98-4dbe-a9af-10bae5b51d36,207,200800002,1,1,4,2008,箱,方便食品,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10袋/箱,10袋/箱
110*110cm,115362,SL07_SYS,干货,,张,大侠-火锅方桌1100*1100(无烟款),18,,四川群蓉达贸易有限公司,05131a5c-fc32-47f2-92fa-4011b0a78644,201,260100030,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
1.5kg*10袋/件,161551,SL02_SYS,干货,,10袋/件,火锅苕粉1.5kg*10,4,,四川煮饭自然馋贸易有限公司,07790ac6-9309-440a-954b-e87dd3b6f7f1,208,200900273,1,1,4,2009,件,素菜,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/件,10袋/件
500g*20袋/箱,115634,SL63_SYS,冻货,,20袋/箱,自然馋大刀腰片(蓝标)500g*20,4,,四川煮饭自然馋贸易有限公司,0646fc18-47d3-46c6-aaae-b932bdf27a21,208,200200018,1,1,4,2002,箱,猪肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,20袋/箱,20袋/箱
XL,114366,SL07_SYS,干货,,套,宝蓝色西装两件套-女XL,14,,四川寒容达贸易有限公司,07895837-f294-4734-84d0-767c03f129a6,207,280200046,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
30.9*8.3cm(5个*4盒/箱),115947,SL02_SYS,干货,,个,冒大仙12寸大碗,6,,四川煮饭自然馋贸易有限公司,09f51d6a-33f2-41bb-85c2-70f9eb941e25,208,280300132,1,1,6,2803,个,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
XXXXL,114483,SL07_SYS,干货,,套,侠客风格-厨工三件套-冬装XXXXXL,14,,四川寒容达贸易有限公司,04873d80-81ed-4b73-a88d-9b5ba942379e,207,280200163,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
外型：28*22*11cm;内型：25*17*10cm,114205,SL07_SYS,干货,,个,5832#保鲜盒28cm*22cm*11cm(统采),6,,四川寒容达贸易有限公司,07735fa9-e552-47d4-a2e7-588b6f62b072,207,280100029,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
1kg*10袋/箱,115850,SL02_SYS,冻货,,10袋/箱,泡椒鸡杂1kg*10,4,,四川煮饭自然馋贸易有限公司,04ede1dd-c7f1-4b97-ac4d-4a5da24e7525,208,201100023,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
900g*10袋/箱,113998,SL07_SYS,冻货,,10袋/箱,康源凤爪XL号900g*10(深圳),4,,四川寒容达贸易有限公司,05aa7c97-6db7-4e73-895a-d8edf2c0407c,207,200300009,1,1,4,2003,箱,禽肉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10袋/箱,10袋/箱
500个/件,161729,SL02_SYS,干货,,500个/件,小龙坎迷你小菜打包纸碗透明盖500个,6,,四川煮饭自然馋贸易有限公司,07e98b00-9a5b-4858-a471-0810bd8e25e2,208,280400926,1,1,6,2804,件,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,500个/件,500个/件
直径150cm,115437,SL07_SYS,干货,,张,蜀大侠火锅桌圆1500(最新款),18,,四川群蓉达贸易有限公司,06ad5ea9-33d2-4dc8-bbf5-670e055505df,201,260100107,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
170*270mm(50根*300扎/箱),114672,SL07_SYS,干货,,50根/扎,17#袁记食品袋-50根,28,,四川寒容达贸易有限公司,07bee564-d99c-4a9d-aa5f-184a783698ae,207,280400003,1,1,28,2804,扎,易耗用品,3%增值税,,根,,da1413ba-0221-4656-bfff-ec7dceaf47cd,50根/扎,50根/扎
6口/箱（直径：38cm，高：9.5cm）,161450,SL02_SYS,干货,,6口/箱,醉码头三层钢鸳鸯锅38cm,10,,四川煮饭自然馋贸易有限公司,0b0561bf-9bb2-45f8-ac7a-39b8004dd2d3,208,270500116,1,1,10,2705,箱,工器炉具,13%增值税,,口,,5e30996b-ec2a-4410-a317-c64856a48b2e,6口/箱,6口/箱
4kg/箱,115804,SL63_SYS,干货,,4千克/箱,火锅面4kg(样品),23,,四川寒容达贸易有限公司,04a4854f-620d-4af9-a117-ab11eeff4888,207,200900055,1,1,23,2009,箱,素菜,9%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4千克/箱,4千克/箱
抄码,161984,SL02_SYS,冻货,,千克,净菜切割五花肉-抄码,23,,四川煮饭自然馋贸易有限公司,07c7f63e-ef88-4d40-afa7-947c63867bd5,208,200200685,1,1,23,2002,千克,猪肉,13%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,千克,23
2XL,150005,SL07_SYS,干货,,件,2.0红色烫金卫衣2xl,21,,四川寒容达贸易有限公司,056e6ca0-1d01-4d35-9cd8-0f86e143a8a4,207,280200277,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
600g*30袋/箱,115036,SL02_SYS,干货,,30袋/箱,蜀大侠牛油火锅底料600g*30(升级版),4,,四川君乐天达贸易有限公司,05adbc45-89b8-42a4-9481-4fb32089cc01,206,210100026,1,1,4,2101,箱,品牌方底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,30袋/箱,30袋/箱
1kg,161314,SL07_SYS,干货,,千克,红萝卜干1kg,23,,四川寒容达贸易有限公司,08a0f702-7847-46cb-9b54-541297c6dce2,207,240600533,1,1,23,2406,千克,干杂,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
10kg/箱(37-38条),173997,SL63_SYS,冻货,,10千克/箱,马面鱼10kg(200g-300g/条）,23,,四川煮饭自然馋贸易有限公司,071dcaf3-c2e5-4436-a9eb-bcd11ebfda56,208,200700092,1,1,23,2007,箱,江河湖海,9%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,10千克/箱,10千克/箱
10把/扎,161899,SL02_SYS,干货,,个,方拖把,6,,四川煮饭自然馋贸易有限公司,07f1c1e2-f5f2-40af-b962-cc5ccc753f4f,208,240600760,1,1,6,2804,个,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
12kg/袋,115217,SL63_SYS,干货,,12千克/袋,干辣椒-满天星12kg,23,,四川君乐天达贸易有限公司,0b64b688-5d6e-4ca2-9016-94f070e71e8b,206,240300005,1,1,23,2403,袋,香辛料,9%增值税,,千克,,2aa441fa-acb0-4636-9c7a-078884c96df3,12千克/袋,12千克/袋
2.5kg*8袋/箱,115186,SL02_SYS,干货,,袋,蜀大侠鹅肠专用腌制料2.5kg,4,,四川君乐天达贸易有限公司,04d48bf6-a48e-4152-a6e8-cf3c0c251d26,206,230400004,1,1,4,2304,袋,腌制料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,袋,4
长：32cm 宽：25cm 高：12cm,161827,SL02_SYS,干货,,个,小保鲜盒32cm*25cm,6,,四川煮饭自然馋贸易有限公司,08a05b61-8c2d-4386-a53c-7526c87223c5,208,280100848,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
1,114643,SL07_SYS,干货,,个,醉码头玫瑰花模具,6,,四川寒容达贸易有限公司,05f886a7-ad63-48ba-a4f2-d365db84a652,207,280300208,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
2XL,161406,SL07_SYS,干货,,件,醉码头服务员短袖T恤-2XL,21,,四川寒容达贸易有限公司,05b64d82-84dd-4025-9ac4-749840b08c76,207,280200376,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
100g*90袋/箱,115163,SL02_SYS,干货,,90袋/箱,吃城都调味粉100g*90,4,,四川君乐天达贸易有限公司,0a29301e-6139-46dc-9863-ec6c6f53a301,206,230300001,1,1,4,2303,箱,调味粉,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,90袋/箱,90袋/箱
100袋/件,161992,SL02_SYS,干货,,50双/袋,一次性PE手套50双,12,,四川煮饭自然馋贸易有限公司,07abc474-6d11-426c-bdf4-32f97474c465,208,280400646,1,1,12,2804,袋,易耗用品,13%增值税,,双,,5e30996b-ec2a-4410-a317-c64856a48b2e,50双/袋,50双/袋
M,114507,SL07_SYS,干货,,套,侠客风格-前厅男服务员三件套-冬装M,14,,四川寒容达贸易有限公司,095de5fa-938e-4c3f-934c-057de15abb64,207,280200187,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
 ,161835,SL02_SYS,干货,,个,普通铁制撮箕,6,,四川煮饭自然馋贸易有限公司,0bc2e0fe-9d2a-4057-9ee0-d988debf93a6,208,240600816,1,1,6,2804,个,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
抄码,161344,SL07_SYS,干货,,千克,食用碱-抄码,23,,四川寒容达贸易有限公司,04dbf13a-ad20-40cb-865d-c907c07e85a9,207,240600466,1,1,23,2406,千克,干杂,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
10个/件,161257,SL07_SYS,干货,,个,5L汤壶,6,,四川寒容达贸易有限公司,0994fb03-415e-4d29-bc0a-42e98d737827,207,280100910,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
50个*10扎/箱,114763,SL07_SYS,干货,,10扎/箱,垃圾袋85cm*90cm-500个,17,,四川寒容达贸易有限公司,05f96151-f361-405d-8619-58965f308c6c,207,280400099,1,1,17,2804,NULL,易耗用品,3%增值税,,扎,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10扎/箱,10扎/箱
40支/包,161861,SL02_SYS,干货,,40支/包,棉签,19,,四川煮饭自然馋贸易有限公司,063829c2-b6c2-4665-b66a-f934ebd94fb2,208,280400802,1,1,19,2804,包,易耗用品,13%增值税,,支,,5e30996b-ec2a-4410-a317-c64856a48b2e,40支/包,40支/包
1kg*20袋/箱,115706,SL63_SYS,冷藏,,20袋/箱,自然馋严选千层肚1kg*20,4,,四川煮饭自然馋贸易有限公司,0a42f91e-1853-48bd-a544-a1c5b5cd7316,208,200500017,1,1,4,2005,箱,水货,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,20袋/箱,20袋/箱
碗：200个/箱 盖：200个/箱,114713,SL07_SYS,干货,,200套/箱,吃城都黑圆碗1250ml(碗+橙盖-200套),14,,四川寒容达贸易有限公司,07d5be7a-5867-4f82-a45a-6e289a6be8ae,207,280400042,1,1,14,2804,箱,易耗用品,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,200套/箱,200套/箱
14.5*6cm(100个/箱),114552,SL07_SYS,干货,,个,吃城都大号雪冰碗14.5cm*6cm,6,,四川寒容达贸易有限公司,09ad12c5-b4e8-4eea-93e5-e8b7e402f516,207,280300048,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
150g*40袋/件,162005,SL63_SYS,冻货,,40袋/件,厨仁壮壮牛肉条150g*40,4,,四川煮饭自然馋贸易有限公司,0e7056d0-a1ff-4c9c-a4c9-ca94566d404a,208,200100666,1,1,4,2001,件,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,40袋/件,40袋/件
φ1600*750,169735,SL07_SYS,干货,,张,1.5版圆桌/胡桃黑/φ1600*750,18,,四川寒容达贸易有限公司,0538e92a-1cf8-46b9-bc62-3c8b98055aed,207,260100167,1,1,18,2601,张,定制软装,3%增值税,,张,,da1413ba-0221-4656-bfff-ec7dceaf47cd,张,18
XL,114436,SL07_SYS,干货,,套,蜀大侠保洁服(夏装) XL,14,,四川寒容达贸易有限公司,09a64294-6a25-4ef3-b58d-9813044dc7bf,207,280200115,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
1,115590,SL07_SYS,干货,,批,弱电(蜀大侠中海国际直通),20,,四川群蓉达贸易有限公司,064af509-5a63-4bb0-bbcf-cc2f6a327139,201,290100012,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
72个/箱,114952,SL07_SYS,干货,,个,得力订书机大(统采),6,,四川寒容达贸易有限公司,0689c7ab-27d0-482a-874c-c4ff280ba0fe,207,280600012,1,1,6,2806,个,办公用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
M,114515,SL02_SYS,干货,,套,侠客风格-前厅女服务员服三件套M,14,,四川煮饭自然馋贸易有限公司,0a58c07d-bd16-4041-b7bb-899fe2cdea0d,208,280200194,1,1,14,2802,套,服装服饰,13%增值税,,套,,5e30996b-ec2a-4410-a317-c64856a48b2e,套,14
XD-408-蓝 四格，软胶,115004,SL07_SYS,干货,,个,文件框(统采),6,,四川寒容达贸易有限公司,0872f215-3a4e-4f93-94d1-81f4841ff4c6,207,280600055,1,1,6,2806,个,办公用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
24只*200包/箱,114823,SL07_SYS,干货,,200包/箱,塑料小吸管25cm-4800支(统采),2,,四川寒容达贸易有限公司,0a322176-521f-4eab-8df5-5f6adcb40022,207,280400169,1,1,2,2804,箱,易耗用品,3%增值税,,包,,da1413ba-0221-4656-bfff-ec7dceaf47cd,200包/箱,200包/箱
1kg*10袋/件,149731,SL02_SYS,干货,,袋,椒里椒气辣椒面1kg,4,,四川煮饭自然馋贸易有限公司,0eb7f854-dd0c-47e4-a4fb-343cfd2b22f3,208,240300266,1,1,4,2403,袋,香辛料,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
300g*20盒/箱,114015,SL02_SYS,冻货,,20盒/箱,鸭血(样品),8,,四川寒容达贸易有限公司,05a095dc-b1bf-4db8-a202-cee5489c392a,207,200300048,1,1,8,2003,箱,禽肉,13%增值税,,盒,,da1413ba-0221-4656-bfff-ec7dceaf47cd,20盒/箱,20盒/箱
7kg/件（净重）,161267,SL07_SYS,干货,,件,草莓山楂7kg,21,,四川寒容达贸易有限公司,0a013342-0d9d-48f3-bc52-4fa35610043e,207,201100574,1,1,21,2011,件,小吃,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
10*8cm,161424,SL07_SYS,干货,,个,袁记密胺汤盅10cm*8cm,6,,四川寒容达贸易有限公司,0675399b-ae3f-47fa-b3bd-f6fa969a0488,207,280300282,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
500g*20袋/箱,115817,SL02_SYS,冻货,,20袋/箱,卤味糯鸡爪500g*20,4,,四川煮饭自然馋贸易有限公司,06db1d8c-0803-44e7-8302-9806587f3e2f,208,201000002,1,1,4,2010,箱,腌卤品,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,20袋/箱,20袋/箱
1.67g*1500颗/件,115245,SL02_SYS,干货,,2.5千克/件,冒大仙无糖薄荷糖2.5kg(白桃味),23,,四川君乐天达贸易有限公司,0a594165-3d70-44b7-b681-27aaf78a5fef,206,240600005,1,1,23,2406,件,干杂,13%增值税,,千克,,2aa441fa-acb0-4636-9c7a-078884c96df3,2.5千克/件,2.5千克/件
1kg*10袋/箱,115150,SL02_SYS,干货,,10袋/箱,吃城都通用红油1kg*10,4,,四川君乐天达贸易有限公司,08b11958-dca2-4808-9d7f-88598df947a4,206,230200005,1,1,4,2302,箱,拌料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,10袋/箱,10袋/箱
500g*24袋/箱,115757,SL63_SYS,冻货,,24袋/箱,免浆黑鱼鱼片500g*24,4,,四川煮饭自然馋贸易有限公司,0a60ceb6-c6cd-4965-b494-512b31e6f1d2,208,200700004,1,1,4,2007,箱,江河湖海,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,24袋/箱,24袋/箱
340g*24罐/件,149735,SL02_SYS,干货,,罐,火锅午餐肉罐头340g,7,,四川煮饭自然馋贸易有限公司,0ef1dc47-eab2-4c09-ae69-bbbe1ca9c26f,208,200800420,1,1,7,2008,罐,方便食品,13%增值税,,罐,,5e30996b-ec2a-4410-a317-c64856a48b2e,罐,7
125g*30袋/箱,115722,SL02_SYS,冻货,,30袋/箱,潮禧牛肉丸125g*30,4,,四川煮饭自然馋贸易有限公司,05a48994-375b-4261-a4dd-cb217927d8f3,208,200600011,1,1,4,2006,箱,丸滑,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,30袋/箱,30袋/箱
2XL,150035,SL07_SYS,干货,,件,2.0红色撕贴卫衣2XL,21,,四川寒容达贸易有限公司,0bbd83e0-8880-4165-ae38-91460046291b,207,280200382,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
10kg*2桶/箱,116027,SL02_SYS,干货,,2桶/箱,洁劲洗洁精10kg*2,16,,四川煮饭自然馋贸易有限公司,06e6cf76-4eeb-4704-a64c-25c7d756877f,208,280500022,1,1,16,2805,箱,清洁工具,13%增值税,,桶,,5e30996b-ec2a-4410-a317-c64856a48b2e,2桶/箱,2桶/箱
2.5kg/件,114164,SL02_SYS,干货,,2.5千克/件,醉码头无糖薄荷糖2.5kg(菠萝味),23,,四川煮饭自然馋贸易有限公司,06e0b67d-cc12-4056-91ce-51e09e1846b6,208,240600011,1,1,23,2406,件,干杂,13%增值税,,千克,,5e30996b-ec2a-4410-a317-c64856a48b2e,2.5千克/件,2.5千克/件
1kg*20袋/箱,163996,SL07_SYS,干货,,袋,芒果味布丁粉1kg,4,,四川寒容达贸易有限公司,0b4b6d73-46c7-4c2b-a491-20c403b315e3,207,250300287,1,1,4,2503,袋,饮品原料,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
110*90cm,115426,SL07_SYS,干货,,张,蜀大侠雕花火锅桌_8,18,,四川群蓉达贸易有限公司,091f157f-b521-4769-ab95-c758b54fdd3c,201,260100099,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
100g*100袋/箱,115080,SL02_SYS,干货,,100袋/箱,蜀大侠菌汤膏100g*100,4,,四川君乐天达贸易有限公司,0a6b6752-e337-4f15-81cb-22dc95e94e8b,206,220300003,1,1,4,2203,箱,菌汤膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,100袋/箱,100袋/箱
150g/袋,113970,SL63_SYS,冻货,,袋,鲜椒牛肉150g(样品),4,,四川煮饭自然馋贸易有限公司,0f42f377-6862-4824-808c-298f602d0e7a,208,200100029,1,1,4,2001,袋,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
KS-550,115308,SL02_SYS,干货,,个,电动打蛋器(KS-550),6,,四川君乐天达贸易有限公司,05a8df82-0492-44d5-b9f2-e0f8ad6b9813,206,270100008,1,1,6,2701,个,厨房设备,13%增值税,,个,,2aa441fa-acb0-4636-9c7a-078884c96df3,个,6
7cm*22.5cm，内深4.5cm,161473,SL04_SYS,干货,,个,大号压汁器7cm*22.5cm,6,,四川群蓉达贸易有限公司,0bc627f6-06e7-4567-a92d-84e29a2f16d0,201,280100220,1,1,6,2801,个,餐厨用具,零税率的增值税,,个,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,个,6
50只*20包/件,161164,SL07_SYS,干货,,1000只/件,冰粉勺子1000只,31,,四川寒容达贸易有限公司,07334b0d-73b0-469a-b541-a11308160e49,207,280401073,1,1,31,2804,件,易耗用品,3%增值税,,只,,da1413ba-0221-4656-bfff-ec7dceaf47cd,1000只/件,1000只/件
24支/盒,114978,SL07_SYS,干货,,24支/盒,蓝色圆珠笔-24支(统采),19,,四川寒容达贸易有限公司,07f98109-30e2-41fb-83c0-74f05a623ab5,207,280600040,1,1,19,2806,盒,办公用品,3%增值税,,支,,da1413ba-0221-4656-bfff-ec7dceaf47cd,24支/盒,24支/盒
1kg,161275,SL02_SYS,干货,,千克,白萝卜干1kg,23,,四川寒容达贸易有限公司,0b64735f-9846-462b-9389-d2ebe063ac21,207,240600583,1,1,23,2406,千克,干杂,13%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
200g*10个*30袋/箱,115728,SL63_SYS,冻货,,30袋/箱,励志虾球200g*30,4,,四川煮饭自然馋贸易有限公司,093b5467-a00b-4e1c-9930-107750627801,208,200600022,1,1,4,2006,箱,丸滑,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,30袋/箱,30袋/箱
M,161569,SL02_SYS,干货,,套,概念店男服务员夏装（上衣+围腰+裤子）M,14,,四川煮饭自然馋贸易有限公司,0b7770c8-d773-4096-b3ac-5ed454da7a1e,208,280201186,1,1,14,2802,套,服装服饰,13%增值税,,套,,5e30996b-ec2a-4410-a317-c64856a48b2e,套,14
2.5kg*6袋/箱,115222,SL02_SYS,干货,,6袋/箱,蜀大侠辣椒面2.5kg*6,4,,四川君乐天达贸易有限公司,0fc351fd-3d09-46be-ba6c-50bd325ab374,206,240300013,1,1,4,2403,箱,香辛料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,6袋/箱,6袋/箱
"高14cm,上宽17cm,底宽13.5cm",114659,SL07_SYS,干货,,个,迷你不锈钢购物车,6,,四川寒容达贸易有限公司,05b710f3-6787-489c-af23-fbe667648f44,207,280300240,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
100个/件,161229,SL07_SYS,干货,,个,调味盅,6,,四川寒容达贸易有限公司,0bcf4e02-2796-4127-9255-d0453b0b850f,207,280100938,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
40个/件,149903,SL07_SYS,干货,,40个/件,土巴碗浅窝圆盘（八寸）40个,6,,四川寒容达贸易有限公司,083ca9a3-7500-40ea-82d9-253edd080150,207,280200621,1,1,6,2803,件,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,40个/件,40个/件
3XL,162947,SL07_SYS,干货,,套,2.0黑色刺绣服务员女3XL(上衣+裤子+围裙+包包),14,,四川寒容达贸易有限公司,08ee1549-557a-4bfd-b94f-f5482e3e05b5,207,280200506,1,1,14,2802,套,服装服饰,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,套,14
M,114449,SL07_SYS,干货,,件,蜀大侠定制服务员裤子M,21,,四川寒容达贸易有限公司,0b8b0d69-67ca-46e2-b0ed-b3a7fa6f2aa4,207,280200138,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
100个/件,161782,SL02_SYS,干货,,个,不锈钢蒸饭方盘,6,,四川煮饭自然馋贸易有限公司,09749098-653f-4aae-bce0-7982ca0ac0f0,208,280100884,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
 ,114254,SL07_SYS,干货,,个,单头榨水车(统采),6,,四川寒容达贸易有限公司,0c72468e-3961-44ef-ab7f-587a85f282bb,207,280100087,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
200g*60袋/箱,115833,SL02_SYS,冻货,,60袋/箱,芽菜扣肉B-200g*60,4,,四川煮饭自然馋贸易有限公司,1137f369-9eed-40b4-8745-ac3d0e83205f,208,201100006,1,1,4,2011,箱,小吃,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,60袋/箱,60袋/箱
120*38*45cm,165091,SL07_SYS,干货,,张,大侠-火锅条凳1200*380*450-C款,18,,四川群蓉达贸易有限公司,05e07b4e-5378-40fc-8c38-f99cf1606e8d,201,260100327,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
96卷/件,161840,SL02_SYS,干货,,卷,三防热敏标签打印纸40*30,9,,四川煮饭自然馋贸易有限公司,0bda8604-885a-4113-881b-f14cc82c6f21,208,280600821,1,1,9,2806,卷,办公用品,13%增值税,,卷,,5e30996b-ec2a-4410-a317-c64856a48b2e,卷,9
2.5kg*6袋/件,161313,SL07_SYS,干货,,6袋/件,红薯条（软）2.5kg*6,4,,四川寒容达贸易有限公司,09fccc55-d975-4de9-846f-42892a9469c7,207,201100532,1,1,4,2011,件,小吃,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,6袋/件,6袋/件
