Specification,ErpId,TaxRateCd,StorageModeName,,Unit,Name,BasicUnitCd,,SupplierName,Id,SupplierCd,Cd,ConversionNumerator,ConversionDenominator,TargetUnit,BackgroundClassificationId,ShowUnitName,BackgroundClassificationName,TaxRateName,,BasicUnitName,,SupplierId,SalesUnitName,SalesUnitCd
 ,161110,SL07_SYS,干货,,平方,标识牌：收银台,37,,四川寒容达贸易有限公司,af768e1d-4004-4f84-a6f2-2f551641f5a9,207,260100298,1,1,37,2601,平方,定制软装,3%增值税,,平方,,da1413ba-0221-4656-bfff-ec7dceaf47cd,平方,37
 ,152272,SL02_SYS,干货,,口,小龙坎无烟灶铜锅八卦锅（圆）,10,,四川煮饭自然馋贸易有限公司,d5f7a6b5-c989-4b7f-ad67-bb90ffc6160a,208,270500037,1,1,10,2705,口,工器炉具,13%增值税,,口,,5e30996b-ec2a-4410-a317-c64856a48b2e,口,10
400g*24袋/箱,114108,SL07_SYS,冻货,,24袋/箱,火锅年糕(样品),4,,四川寒容达贸易有限公司,b97444db-869d-4664-9797-d4e3e27b9f27,207,201100078,1,1,4,2011,箱,小吃,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,24袋/箱,24袋/箱
2000个/件,150130,SL07_SYS,干货,,2000个/件,好味道-纸杯2000个,6,,四川寒容达贸易有限公司,e021e989-2a6e-4329-b590-b91a0e18ad8e,207,280400596,1,1,6,2804,件,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,2000个/件,2000个/件
6口/箱（直径：38cm，高：9.5cm）,161451,SL02_SYS,干货,,6口/箱,醉码头三层钢奔驰锅38cm,10,,四川煮饭自然馋贸易有限公司,cb609b57-9ec9-45f2-9f8c-6859050f2d21,208,270500117,1,1,10,2705,箱,工器炉具,13%增值税,,口,,5e30996b-ec2a-4410-a317-c64856a48b2e,6口/箱,6口/箱
牙签筒:8*5.7cm，烟灰缸:5*8cm,114699,SL07_SYS,干货,,个,不锈钢牙签烟灰缸组合装(统采),6,,四川寒容达贸易有限公司,c2cd46bb-dbae-498c-b4bf-b000bb9f6414,207,280400030,1,1,6,2804,个,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
187ML*24瓶/箱,114148,SL02_SYS,干货,,24瓶/箱,冰红葡萄酒187ml*24,11,,四川煮饭自然馋贸易有限公司,cbb57346-5d7a-4775-a733-cd236d8f8af1,208,250100002,1,1,11,2501,箱,酒水,13%增值税,,瓶,,5e30996b-ec2a-4410-a317-c64856a48b2e,24瓶/箱,24瓶/箱
1kg/袋,161587,SL07_SYS,冻货,,袋,六和鸭肫(M)1kg,4,,四川寒容达贸易有限公司,b71becff-9367-4cd8-b8e4-49888a395c9e,207,200300052,1,1,4,2003,袋,禽肉,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
120*120cm(不推荐),115464,SL07_SYS,干货,,张,醉码头雕花火锅桌(圆),18,,四川群蓉达贸易有限公司,b0892bb3-2173-4e29-8f72-af23f73368e9,201,260100134,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
150*80*80cm+60cm(带层上架)(,161105,SL07_SYS,干货,,台,水化油操作台1.5米,13,,四川寒容达贸易有限公司,d6e37e39-fb6d-4de9-9e09-a434661b5a45,207,270100293,1,1,13,2701,台,厨房设备,3%增值税,,台,,da1413ba-0221-4656-bfff-ec7dceaf47cd,台,13
100支*40包/箱,114682,SL07_SYS,干货,,40包/箱,PLA可降解吸管19cm*1.2cm-4000支,2,,四川寒容达贸易有限公司,ba1d654f-f8d0-477d-a0da-9b5cc494d236,207,280400013,1,1,2,2804,箱,易耗用品,3%增值税,,包,,da1413ba-0221-4656-bfff-ec7dceaf47cd,40包/箱,40包/箱
150g/袋,113972,SL02_SYS,冻货,,袋,嫩牛肉片(样品),4,,四川煮饭自然馋贸易有限公司,e0752700-11ea-44f6-9ec7-17fe95afc5ec,208,200100031,1,1,4,2001,袋,牛肉,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
80根*100包/箱,163040,SL07_SYS,干货,,8000根/箱,一次性竹签12cm-8000根,28,,四川寒容达贸易有限公司,cb8d6803-875d-40f6-b8e6-461f6c5a0951,207,280400263,1,1,28,2804,箱,易耗用品,3%增值税,,根,,da1413ba-0221-4656-bfff-ec7dceaf47cd,8000根/箱,8000根/箱
80cm,114938,SL07_SYS,干货,,个,竹编簸箕80cm(统采),6,,四川寒容达贸易有限公司,c2e33a65-109b-48dd-b541-c1d516c01b1c,207,280500042,1,1,6,2805,个,清洁工具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
7.5*5.5cm(128个/箱),115919,SL02_SYS,干货,,128个/箱,茶杯-密胺,6,,四川煮饭自然馋贸易有限公司,ccc9acda-70ec-438c-ac0d-ccaedad3eba2,208,280300023,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,128个/箱,128个/箱
称重,149943,SL07_SYS,冻货,,千克,带皮五花肉-抄码,23,,四川寒容达贸易有限公司,b87a5016-86e0-4d3c-ac76-ddc59ed32d7f,207,200200261,1,1,23,2002,千克,猪肉,3%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
1.8L*6瓶/件,162076,SL02_SYS,干货,,6瓶/件,千禾一醋1.8L*6,11,,四川煮饭自然馋贸易有限公司,b091350e-bb55-4b90-99df-0e963fc6c140,208,240500483,1,1,11,2405,件,调味品,13%增值税,,瓶,,5e30996b-ec2a-4410-a317-c64856a48b2e,6瓶/件,6瓶/件
44*45*90cm,115348,SL07_SYS,干货,,张,大侠-包间椅440*450*900-B款,18,,四川群蓉达贸易有限公司,d760872b-6781-430b-aaa5-98418b8813dd,201,260100019,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
65*50cm,161526,SL02_SYS,干货,,个,过道灯65cm*50cm,6,,四川煮饭自然馋贸易有限公司,baeeb76e-d6ec-41b8-ad93-4f1361e72611,208,260100275,1,1,6,2601,个,定制软装,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
40g*225袋/箱,115175,SL02_SYS,干货,,225袋/箱,蜀大侠复合调味粉40g*225,4,,四川君乐天达贸易有限公司,e0969af3-1966-4421-af00-831e1b609023,206,230300011,1,1,4,2303,箱,调味粉,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,225袋/箱,225袋/箱
48个/箱,115992,SL02_SYS,干货,,48个/箱,醉码头酒碗-密胺,6,,四川煮饭自然馋贸易有限公司,cbc0fee8-5b73-4b75-87d6-5b0e0c7c0608,208,280300207,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,48个/箱,48个/箱
36cm,114175,SL07_SYS,干货,,口,双层多用蒸锅36cm(统采),10,,四川寒容达贸易有限公司,c3103280-353d-48d3-8121-e3a96048f245,207,270500079,1,1,10,2705,口,工器炉具,3%增值税,,口,,da1413ba-0221-4656-bfff-ec7dceaf47cd,口,10
M,149995,SL07_SYS,干货,,件,2.0黑色烫金卫衣m,21,,四川寒容达贸易有限公司,cd74a8de-f52e-4618-85bc-38dce881f779,207,280200267,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
10支/盒,114955,SL07_SYS,干货,,10支/盒,得力黑色记号笔-10支(统采),19,,四川寒容达贸易有限公司,b87eb9ea-8e5f-4034-91b3-3905ac87f275,207,280600015,1,1,19,2806,盒,办公用品,3%增值税,,支,,da1413ba-0221-4656-bfff-ec7dceaf47cd,10支/盒,10支/盒
500g*30袋/箱,164277,SL02_SYS,冻货,,30袋/箱,液氮龙须笋500g*30,4,,四川煮饭自然馋贸易有限公司,b0afb7f1-2747-46b4-a571-f548d6211216,208,200900143,1,1,4,2009,箱,素菜,13%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,30袋/箱,30袋/箱
1kg,161260,SL02_SYS,干货,,千克,当归1kg,23,,四川寒容达贸易有限公司,d895aa20-5139-4978-8fc2-299e330cf8b5,207,240300564,1,1,23,2403,千克,香辛料,13%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,千克,23
M,161158,SL07_SYS,干货,,条,小龙坎服务员裤子 女 M,15,,四川寒容达贸易有限公司,bb0d0db3-658a-4230-97b2-07ac85672ac6,207,280201052,1,1,15,2802,条,服装服饰,3%增值税,,条,,da1413ba-0221-4656-bfff-ec7dceaf47cd,条,15
2400W,149771,SL02_SYS,干货,,个,2.0版电磁炉（好味道）2400W,6,,四川煮饭自然馋贸易有限公司,e0bf4b3a-bce3-4887-9852-6d0a0299fb50,208,270500282,1,1,6,2705,个,工器炉具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
380ml*12瓶/件,161396,SL63_SYS,干货,,12瓶/件,幺麻子花椒油380ml*12,11,,四川寒容达贸易有限公司,cdc59c07-1bc1-4d5c-8ebb-afd1f8de080a,207,240400434,1,1,11,2404,件,米面粮油,9%增值税,,瓶,,da1413ba-0221-4656-bfff-ec7dceaf47cd,12瓶/件,12瓶/件
11cm,114628,SL07_SYS,干货,,把,甜品勺,1,,四川寒容达贸易有限公司,c478b633-f3ac-4aaf-bf82-010765aaa3ab,207,280300164,1,1,1,2803,把,餐具,3%增值税,,把,,da1413ba-0221-4656-bfff-ec7dceaf47cd,把,1
1.5kg*6盒/件,149721,SL63_SYS,冻货,,6盒/件,盖志-水晶嫩牛肉1.5kg*6,8,,四川煮饭自然馋贸易有限公司,ce438cc4-6c4d-4e05-9a20-7e66e7a2f94c,208,200100582,1,1,8,2001,件,牛肉,9%增值税,,盒,,5e30996b-ec2a-4410-a317-c64856a48b2e,6盒/件,6盒/件
250g*20袋/箱,114054,SL07_SYS,冻货,,20袋/箱,乌鱼片(样品),4,,四川寒容达贸易有限公司,b89ef94f-17c6-4979-b554-bca29d8e3695,207,200700037,1,1,4,2007,箱,江河湖海,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,20袋/箱,20袋/箱
1,114091,SL63_SYS,干货,,袋,食尚烩刀削面400g,4,,四川煮饭自然馋贸易有限公司,b0b1d6fd-dd4d-41d7-926f-1117d08a882e,208,200900050,1,1,4,2009,袋,素菜,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,袋,4
 ,163087,SL02_SYS,干货,,个,支架,6,,四川煮饭自然馋贸易有限公司,d9895e1e-a560-4f68-aaab-f0fe3a01aa6b,208,280700092,1,1,6,2807,个,五金杂件,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
680g*15袋/箱,114116,SL02_SYS,干货,,15袋/箱,吃城都藤椒底料(微辣)680g*15,4,,四川君乐天达贸易有限公司,bbb23881-446e-4bb3-97e7-74abb3c5c5da,206,220700002,1,1,4,2207,箱,藤椒料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,15袋/箱,15袋/箱
36cm,115507,SL07_SYS,干货,,口,镀金龙头锅中锅36cm,10,,四川群蓉达贸易有限公司,e0d744b9-6654-4092-84ca-a6baf4b5cf69,201,270500033,1,1,10,2705,口,工器炉具,3%增值税,,口,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,口,10
内径32cm，深度9cm，龙头把手,163476,SL07_SYS,干货,,个,2.0全铜鸳鸯锅(电磁炉版)32,6,,四川寒容达贸易有限公司,cf275c3a-f528-4a57-802f-60e4920d7771,207,270500092,1,1,6,2705,个,工器炉具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
65ml*200罐/箱,115197,SL63_SYS,干货,,200罐/箱,蜀大侠食用植物调和油65ml*200,7,,四川君乐天达贸易有限公司,c49fe179-8b86-4c7f-82ca-3b5e4244143f,206,240100004,1,1,7,2401,箱,香油,9%增值税,,罐,,2aa441fa-acb0-4636-9c7a-078884c96df3,200罐/箱,200罐/箱
2.5kg/袋,115717,SL07_SYS,冷藏,,袋,千层肚2.5kg(样品),4,,四川寒容达贸易有限公司,cf5fbf1b-0304-4e24-9291-f1a6ffb63caf,207,200500021,1,1,4,2005,袋,水货,3%增值税,,袋,,da1413ba-0221-4656-bfff-ec7dceaf47cd,袋,4
1kg*10袋/件,149727,SL63_SYS,冻货,,10袋/件,精品冻猪黄喉1kg*10,4,,四川煮饭自然馋贸易有限公司,b8eea3ac-77f4-4536-aac2-3ab01d5f70f2,208,200500589,1,1,4,2005,件,水货,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/件,10袋/件
2XL,161608,SL07_SYS,干货,,件,小龙坎管理服 男（蓝色衬衣+领带）2XL,21,,四川寒容达贸易有限公司,b0d839e4-0282-4050-ac17-db71dc16bac0,207,280201139,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
 ,161469,SL04_SYS,干货,,批,弱电(蜀大侠银泰直通),20,,四川群蓉达贸易有限公司,dab0ef79-5278-4262-b73b-29ba73d5aeb0,201,290100112,1,1,20,2901,批,直通商品（专用）,零税率的增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
100个/件,161220,SL07_SYS,干货,,100个/件,500ml细长铝盖果汁杯100个,6,,四川寒容达贸易有限公司,bc09557d-a2ce-4868-a813-257a756859a2,207,280300918,1,1,6,2803,件,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,100个/件,100个/件
450g*30袋/箱,115077,SL02_SYS,干货,,30袋/箱,自然馋麻辣清油底料450g*30,4,,四川君乐天达贸易有限公司,e0d7bece-af41-409e-a972-bfae79a4af2d,206,220200009,1,1,4,2202,箱,清油底料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,30袋/箱,30袋/箱
 ,115521,SL07_SYS,干货,,个,熄火保护装置,6,,四川群蓉达贸易有限公司,cf282a0e-edc7-43a4-97ec-738e242b53cb,201,270500049,1,1,6,2705,个,工器炉具,3%增值税,,个,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,个,6
2XL,150022,SL07_SYS,干货,,件,2.0小龙坎黑色烫金T恤2XL,21,,四川寒容达贸易有限公司,c4fffdbc-b5fb-4e62-ac72-aaa448720ce1,207,280200365,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
5kg/箱,114059,SL02_SYS,干货,,5千克/箱,广味香肠(腊肠)(样品),23,,四川寒容达贸易有限公司,cfd8dc6c-d31d-4cf0-aa17-e2ab682c2bbb,207,200800018,1,1,23,2008,箱,方便食品,13%增值税,,千克,,da1413ba-0221-4656-bfff-ec7dceaf47cd,5千克/箱,5千克/箱
200g*50袋/箱,115086,SL02_SYS,干货,,50袋/箱,蜀大侠番茄汤膏200g*50(漫味龙),4,,四川君乐天达贸易有限公司,b9b8bc2e-3398-45e1-b3e2-8a3a7535e3d7,206,220400002,1,1,4,2204,箱,番茄汤膏,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,50袋/箱,50袋/箱
600套/箱,114819,SL07_SYS,干货,,600套/箱,蜀大侠小火锅外卖圆碗300ml-600套,14,,四川寒容达贸易有限公司,b1657469-d132-445c-bc7c-00d2384a6927,207,280400162,1,1,14,2804,箱,易耗用品,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,600套/箱,600套/箱
90*28*45cm,115442,SL07_SYS,干货,,张,蜀大侠条凳(新款)_3,18,,四川群蓉达贸易有限公司,dac726fb-6e1f-40f6-a645-a6ca5915a7e4,201,260100113,1,1,18,2601,张,定制软装,3%增值税,,张,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,张,18
400套/箱,114706,SL07_SYS,干货,,400套/箱,吃城都方形餐盒350ml(盒+盖-400套),14,,四川寒容达贸易有限公司,bca2d8f6-e8ee-4904-9097-5673e7789e75,207,280400038,1,1,14,2804,箱,易耗用品,3%增值税,,套,,da1413ba-0221-4656-bfff-ec7dceaf47cd,400套/箱,400套/箱
 ,161881,SL02_SYS,干货,,个,计时器,6,,四川煮饭自然馋贸易有限公司,e1ca293b-0319-4fd7-811a-bb32bb492503,208,280400782,1,1,6,2804,个,易耗用品,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
150g*50袋/箱,115608,SL63_SYS,冻货,,50袋/箱,火锅牛排150g*50,4,,四川煮饭自然馋贸易有限公司,cfcd5ffb-f7a4-4532-8254-0223cf388182,208,200100013,1,1,4,2001,箱,牛肉,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,50袋/箱,50袋/箱
410ml*48瓶/件,161351,SL07_SYS,干货,,48瓶/件,三花淡奶410ml*48,11,,四川寒容达贸易有限公司,c5713584-a886-4a31-85f3-03bbb3af418c,207,250300474,1,1,11,2503,件,饮品原料,3%增值税,,瓶,,da1413ba-0221-4656-bfff-ec7dceaf47cd,48瓶/件,48瓶/件
12个*8盒/箱,115983,SL02_SYS,干货,,96个/箱,侠客风格-油碟碗,6,,四川煮饭自然馋贸易有限公司,d00b48b3-07fe-44f7-bbf3-9b311e3eca95,208,280300185,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,96个/箱,96个/箱
26*28cm,114697,SL07_SYS,干货,,个,不锈钢拉丝擦手纸盒26cm*28cm(统采),6,,四川寒容达贸易有限公司,baa6b887-d99b-4839-847f-92d6f8f06788,207,280400028,1,1,6,2804,个,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
45*35*69cm,161482,SL07_SYS,干货,,套,原木色茶几45cm*35cm*69cm,14,,四川群蓉达贸易有限公司,b1b7d626-26dc-4af3-89d8-1b475fd246ee,201,260100411,1,1,14,2601,套,定制软装,3%增值税,,套,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,套,14
直径100cm*高度10cm,114633,SL07_SYS,干货,,个,圆柱杯,6,,四川寒容达贸易有限公司,dae132b0-ba12-46ce-a440-b9da8e791f17,207,280300193,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
"直径27cm,高4cm",114657,SL07_SYS,干货,,个,竹圆盘底座27cm*4cm,6,,四川寒容达贸易有限公司,bcdf7d50-af91-4355-88b8-70a5c8251f7f,207,280300238,1,1,6,2803,个,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
L,150021,SL07_SYS,干货,,件,2.0小龙坎黑色烫金T恤L,21,,四川寒容达贸易有限公司,e1f13112-c5bb-4d6a-8e31-7ddf3efbbde9,207,280200364,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
XXXXXL,114411,SL07_SYS,干货,,件,吃城都前厅黑色工作裤XXXXXL,21,,四川寒容达贸易有限公司,d00f1396-a03d-422e-a3f7-b5652b4d6b70,207,280200090,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
53.5*37.5cm,161876,SL02_SYS,干货,,个,灰盆53.5cm*37.5cm,6,,四川煮饭自然馋贸易有限公司,c5ac84fd-3eff-42dc-adc6-7ade775f981a,208,280100777,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
20支*10把*10袋/箱,115861,SL63_SYS,冻货,,10袋/箱,自然馋把把串-菌把(2000支),4,,四川煮饭自然馋贸易有限公司,d0eb38cb-cc15-4d80-b654-75014fdb7298,208,201100050,1,1,4,2011,箱,小吃,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,10袋/箱,10袋/箱
8个/箱,114535,SL07_SYS,干货,,8个/箱,吃城都14寸青花罗汉碗-8个,6,,四川寒容达贸易有限公司,b2ffb5d9-e4a3-4306-a835-0934e5b6d2c0,207,280300029,1,1,6,2803,箱,餐具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,8个/箱,8个/箱
600个/箱,114883,SL07_SYS,干货,,600个/箱,YD-280碗(蒸蛋盒)-600个,6,,四川寒容达贸易有限公司,dbcb52ee-e133-432a-8fef-ce1b21f5d053,207,280400238,1,1,6,2804,箱,易耗用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,600个/箱,600个/箱
80*30*42cm,170224,SL07_SYS,干货,,个,长板凳2.0（80*30*42cm）,6,,四川寒容达贸易有限公司,bdcfbdd3-dad0-4e64-8472-1ecd9035f721,207,260101283,1,1,6,2601,个,定制软装,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
M,114392,SL07_SYS,干货,,件,吃城都后厨黑色工作裤M,21,,四川寒容达贸易有限公司,e1f613a7-a088-4093-ace7-bf320fab0620,207,280200072,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
2.5kg*8袋/箱,115187,SL02_SYS,干货,,袋,蜀大侠毛肚专用腌制料2.5kg,4,,四川君乐天达贸易有限公司,d1023559-8fb8-4c18-9efe-c04f650ffe02,206,230400005,1,1,4,2304,袋,腌制料,13%增值税,,袋,,2aa441fa-acb0-4636-9c7a-078884c96df3,袋,4
500g*20袋/件,149712,SL63_SYS,冻货,,20袋/件,青鲜大颗粒虾滑500g*20,4,,四川煮饭自然馋贸易有限公司,c62683a5-ef2f-4cf9-bdc7-6e3d70a78a6e,208,200600560,1,1,4,2006,件,丸滑,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,20袋/件,20袋/件
54个/件,152267,SL02_SYS,干货,,54个/件,2.0斜口鹅暖石圆盘（密胺）54个,6,,四川煮饭自然馋贸易有限公司,d13092c5-bce6-49f5-94ee-30888f6f76e2,208,280300247,1,1,6,2803,件,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,54个/件,54个/件
230盒/件,161713,SL02_SYS,干货,,230盒/件,2.0好味道-纸巾盒,8,,四川煮饭自然馋贸易有限公司,bb6e0112-355d-4fef-8473-1e7a0a4af5ad,208,280400981,1,1,8,2804,件,易耗用品,13%增值税,,盒,,5e30996b-ec2a-4410-a317-c64856a48b2e,230盒/件,230盒/件
200个/件,161233,SL07_SYS,干货,,个,黑色背景树,6,,四川寒容达贸易有限公司,b30f74c9-ad9c-4c23-b873-cf5f38408080,207,280100942,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
 ,115588,SL07_SYS,干货,,批,调料台棚子(蜀大侠东大路直通),20,,四川群蓉达贸易有限公司,dc13a391-ae5e-4414-9029-dda4c4fc0389,201,290100004,1,1,20,2901,批,直通商品（专用）,3%增值税,,批,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,批,20
25kg/箱,115159,SL02_SYS,干货,,25千克/箱,醉码头迷踪骨专用红油25kg,23,,四川君乐天达贸易有限公司,bf821138-ca20-4133-9a7d-ccb72eec669b,206,230200016,1,1,23,2302,箱,拌料,13%增值税,,千克,,2aa441fa-acb0-4636-9c7a-078884c96df3,25千克/箱,25千克/箱
60*49cm,149760,SL02_SYS,干货,,个,全包灯60*49cm,6,,四川煮饭自然馋贸易有限公司,e277fe45-e89c-414c-98a2-6739cc802736,208,260100389,1,1,6,2601,个,定制软装,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
1,114151,SL07_SYS,干货,,个,商米v2POS机,6,,四川群蓉达贸易有限公司,d191dfba-a2c9-456b-9081-eff60f971f41,201,270300005,1,1,6,2703,个,IT设备,3%增值税,,个,,d2092eb5-1736-4cd7-85b3-43a379b38ff1,个,6
300个/件,161221,SL07_SYS,干货,,个,小龙翻大江木勺子（含logo）,6,,四川寒容达贸易有限公司,c63d8e4e-9e44-4e9d-ab03-83d5f6ef02a9,207,280100923,1,1,6,2801,个,餐厨用具,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
20个/件,161773,SL02_SYS,干货,,个,10寸厚边双色钵形盘,6,,四川煮饭自然馋贸易有限公司,d1693b84-9f00-4fb4-a8d7-b3559b945ba1,208,280100874,1,1,6,2801,个,餐厨用具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,个,6
1kg*12袋/箱,115708,SL63_SYS,冻货,,12袋/箱,爆爆滑大颗粒虾滑1kg*12,4,,四川煮饭自然馋贸易有限公司,bd4f29e6-2cf4-4b50-912a-f207628bfbe7,208,200600001,1,1,4,2006,箱,丸滑,9%增值税,,袋,,5e30996b-ec2a-4410-a317-c64856a48b2e,12袋/箱,12袋/箱
3.572kg*7条/箱,115694,SL63_SYS,冻货,,7条/箱,八奇牛蓝标肥牛3.572*7,15,,四川煮饭自然馋贸易有限公司,b3827e63-8ee8-4149-ae61-6679d913a075,208,200400032,1,1,15,2004,箱,刨品,9%增值税,,条,,5e30996b-ec2a-4410-a317-c64856a48b2e,7条/箱,7条/箱
XL,150043,SL07_SYS,干货,,件,冬装保洁服XL,21,,四川寒容达贸易有限公司,dcad5b6c-0695-4572-b401-1a808e3aef6a,207,280200427,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
1000包/盒,161709,SL02_SYS,干货,,1000包/盒,2.0好味道单支包牙签,2,,四川煮饭自然馋贸易有限公司,bfe860ff-fe56-4c4d-9498-e2e1eee5b637,208,280400977,1,1,2,2804,盒,易耗用品,13%增值税,,包,,5e30996b-ec2a-4410-a317-c64856a48b2e,1000包/盒,1000包/盒
KS35-14C A4，10个/袋,115003,SL07_SYS,干货,,个,文件袋(统采),6,,四川寒容达贸易有限公司,e280c2c5-ff5a-4db0-85e5-a06585878778,207,280600054,1,1,6,2806,个,办公用品,3%增值税,,个,,da1413ba-0221-4656-bfff-ec7dceaf47cd,个,6
2XL,150075,SL07_SYS,干货,,件,小龙坎迎宾服2XL,21,,四川寒容达贸易有限公司,d1bd34ef-fcce-4e04-8c6f-102d90550734,207,280200475,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
7.5*12.5cm(4把/包),161127,SL07_SYS,干货,,4把/包,不锈钢樱花咖啡勺7.5cm*12.5cm-4把,1,,四川寒容达贸易有限公司,c6f57475-7bdf-40e9-afc6-ed45a830e71b,207,280300252,1,1,1,2803,包,餐具,3%增值税,,把,,da1413ba-0221-4656-bfff-ec7dceaf47cd,4把/包,4把/包
72个/箱,166311,SL02_SYS,干货,,72个/箱,密胺几何油碟碗2.0(迭代版)-72个,6,,四川煮饭自然馋贸易有限公司,d28ec7fd-1533-4e9a-81e6-694b0d199c04,208,280300307,1,1,6,2803,箱,餐具,13%增值税,,个,,5e30996b-ec2a-4410-a317-c64856a48b2e,72个/箱,72个/箱
2XL,170087,SL07_SYS,干货,,件,2.0灰色服务员上衣女2XL 夏,21,,四川寒容达贸易有限公司,bdb1ad83-906c-4ffd-9627-5ae7019aeeec,207,280201281,1,1,21,2802,件,服装服饰,3%增值税,,件,,da1413ba-0221-4656-bfff-ec7dceaf47cd,件,21
M,163833,SL02_SYS,干货,,件,2.0小龙坎红色烫金T恤M,21,,四川煮饭自然馋贸易有限公司,b3be1a4a-6725-49e2-9339-4559d90d0d3a,208,280201234,1,1,21,2802,件,服装服饰,13%增值税,,件,,5e30996b-ec2a-4410-a317-c64856a48b2e,件,21
